ano,mes,mes_sin,mes_cos,trimestre,delegacia_enc,populacao,densidade_demografica,idh,furtos,roubos,lesao_corporal,estelionato,trafico_drogas,delegacia,previsao_ocorrencias
2024,9,-1.0,-1.8369701987210297e-16,3,0,31000,12000,0.78,46,33,19,16,13,Brás,155
2024,10,-0.8660254037844386,0.5000000000000001,4,0,31000,12000,0.78,46,33,19,16,13,Brás,154
2024,11,-0.5000000000000004,0.8660254037844384,4,0,31000,12000,0.78,46,33,19,16,13,Brás,154
2024,12,-2.4492935982947064e-16,1.0,4,0,31000,12000,0.78,46,33,19,16,13,Brás,155
2024,1,0.49999999999999994,0.8660254037844387,1,8,65000,7800,0.86,31,23,11,11,8,Lapa,101
2024,2,0.8660254037844386,0.5000000000000001,1,8,65000,7800,0.86,31,23,11,11,8,Lapa,102
2024,3,1.0,6.123233995736766e-17,1,8,65000,7800,0.86,31,23,11,11,8,Lapa,103
2024,4,0.8660254037844387,-0.4999999999999998,2,8,65000,7800,0.86,31,23,11,11,8,Lapa,103
2024,5,0.49999999999999994,-0.8660254037844387,2,8,65000,7800,0.86,31,23,11,11,8,Lapa,103
2024,6,1.2246467991473532e-16,-1.0,2,8,65000,7800,0.86,31,23,11,11,8,Lapa,104
2024,7,-0.4999999999999997,-0.8660254037844388,3,8,65000,7800,0.86,31,23,11,11,8,Lapa,102
2024,8,-0.8660254037844384,-0.5000000000000004,3,8,65000,7800,0.86,31,23,11,11,8,Lapa,102
2024,9,-1.0,-1.8369701987210297e-16,3,8,65000,7800,0.86,31,23,11,11,8,Lapa,102
2024,10,-0.8660254037844386,0.5000000000000001,4,8,65000,7800,0.86,31,23,11,11,8,Lapa,100
2024,11,-0.5000000000000004,0.8660254037844384,4,8,65000,7800,0.86,31,23,11,11,8,Lapa,100
2024,12,-2.4492935982947064e-16,1.0,4,8,65000,7800,0.86,31,23,11,11,8,Lapa,101
2024,1,0.49999999999999994,0.8660254037844387,1,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,81
2024,2,0.8660254037844386,0.5000000000000001,1,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,82
2024,3,1.0,6.123233995736766e-17,1,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,84
2024,4,0.8660254037844387,-0.4999999999999998,2,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,83
2024,5,0.49999999999999994,-0.8660254037844387,2,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,84
2024,6,1.2246467991473532e-16,-1.0,2,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,84
2024,7,-0.4999999999999997,-0.8660254037844388,3,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,82
2024,8,-0.8660254037844384,-0.5000000000000004,3,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,82
2024,9,-1.0,-1.8369701987210297e-16,3,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,82
2024,10,-0.8660254037844386,0.5000000000000001,4,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,80
2024,11,-0.5000000000000004,0.8660254037844384,4,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,80
2024,12,-2.4492935982947064e-16,1.0,4,13,72000,9100,0.91,25,18,10,8,7,Pinheiros,81
2024,1,0.49999999999999994,0.8660254037844387,1,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,125
2024,2,0.8660254037844386,0.5000000000000001,1,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,126
2024,3,1.0,6.123233995736766e-17,1,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,128
2024,4,0.8660254037844387,-0.4999999999999998,2,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,127
2024,5,0.49999999999999994,-0.8660254037844387,2,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,128
2024,6,1.2246467991473532e-16,-1.0,2,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,128
2024,7,-0.4999999999999997,-0.8660254037844388,3,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,126
2024,8,-0.8660254037844384,-0.5000000000000004,3,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,126
2024,9,-1.0,-1.8369701987210297e-16,3,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,126
2024,10,-0.8660254037844386,0.5000000000000001,4,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,124
2024,11,-0.5000000000000004,0.8660254037844384,4,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,125
2024,12,-2.4492935982947064e-16,1.0,4,19,141000,11200,0.89,39,27,15,13,10,Vila Mariana,125
2024,1,0.49999999999999994,0.8660254037844387,1,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,119
2024,2,0.8660254037844386,0.5000000000000001,1,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,120
2024,3,1.0,6.123233995736766e-17,1,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,122
2024,4,0.8660254037844387,-0.4999999999999998,2,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,121
2024,5,0.49999999999999994,-0.8660254037844387,2,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,122
2024,6,1.2246467991473532e-16,-1.0,2,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,122
2024,7,-0.4999999999999997,-0.8660254037844388,3,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,120
2024,8,-0.8660254037844384,-0.5000000000000004,3,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,120
2024,9,-1.0,-1.8369701987210297e-16,3,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,120
2024,10,-0.8660254037844386,0.5000000000000001,4,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,118
2024,11,-0.5000000000000004,0.8660254037844384,4,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,119
2024,12,-2.4492935982947064e-16,1.0,4,6,108000,8500,0.82,36,26,14,12,10,Ipiranga,119
2024,1,0.49999999999999994,0.8660254037844387,1,15,720000,4200,0.8,164,119,64,53,44,Santo André,540
2024,2,0.8660254037844386,0.5000000000000001,1,15,720000,4200,0.8,164,119,64,53,44,Santo André,541
2024,3,1.0,6.123233995736766e-17,1,15,720000,4200,0.8,164,119,64,53,44,Santo André,542
2024,4,0.8660254037844387,-0.4999999999999998,2,15,720000,4200,0.8,164,119,64,53,44,Santo André,542
2024,5,0.49999999999999994,-0.8660254037844387,2,15,720000,4200,0.8,164,119,64,53,44,Santo André,542
2024,6,1.2246467991473532e-16,-1.0,2,15,720000,4200,0.8,164,119,64,53,44,Santo André,543
2024,7,-0.4999999999999997,-0.8660254037844388,3,15,720000,4200,0.8,164,119,64,53,44,Santo André,541
2024,8,-0.8660254037844384,-0.5000000000000004,3,15,720000,4200,0.8,164,119,64,53,44,Santo André,541
2024,9,-1.0,-1.8369701987210297e-16,3,15,720000,4200,0.8,164,119,64,53,44,Santo André,541
2024,10,-0.8660254037844386,0.5000000000000001,4,15,720000,4200,0.8,164,119,64,53,44,Santo André,539
2024,11,-0.5000000000000004,0.8660254037844384,4,15,720000,4200,0.8,164,119,64,53,44,Santo André,539
2024,12,-2.4492935982947064e-16,1.0,4,15,720000,4200,0.8,164,119,64,53,44,Santo André,540
2024,1,0.49999999999999994,0.8660254037844387,1,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,881
2024,2,0.8660254037844386,0.5000000000000001,1,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,882
2024,3,1.0,6.123233995736766e-17,1,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,884
2024,4,0.8660254037844387,-0.4999999999999998,2,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,883
2024,5,0.49999999999999994,-0.8660254037844387,2,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,884
2024,6,1.2246467991473532e-16,-1.0,2,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,884
2024,7,-0.4999999999999997,-0.8660254037844388,3,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,882
2024,8,-0.8660254037844384,-0.5000000000000004,3,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,882
2024,9,-1.0,-1.8369701987210297e-16,3,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,882
2024,10,-0.8660254037844386,0.5000000000000001,4,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,880
2024,11,-0.5000000000000004,0.8660254037844384,4,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,881
2024,12,-2.4492935982947064e-16,1.0,4,5,1400000,3900,0.76,264,192,108,87,70,Guarulhos,881
2024,1,0.49999999999999994,0.8660254037844387,1,11,700000,10200,0.76,195,146,79,67,54,Osasco,657
2024,2,0.8660254037844386,0.5000000000000001,1,11,700000,10200,0.76,195,146,79,67,54,Osasco,659
2024,3,1.0,6.123233995736766e-17,1,11,700000,10200,0.76,195,146,79,67,54,Osasco,660
2024,4,0.8660254037844387,-0.4999999999999998,2,11,700000,10200,0.76,195,146,79,67,54,Osasco,659
2024,5,0.49999999999999994,-0.8660254037844387,2,11,700000,10200,0.76,195,146,79,67,54,Osasco,660
2024,6,1.2246467991473532e-16,-1.0,2,11,700000,10200,0.76,195,146,79,67,54,Osasco,660
2024,7,-0.4999999999999997,-0.8660254037844388,3,11,700000,10200,0.76,195,146,79,67,54,Osasco,659
2024,8,-0.8660254037844384,-0.5000000000000004,3,11,700000,10200,0.76,195,146,79,67,54,Osasco,658
2024,9,-1.0,-1.8369701987210297e-16,3,11,700000,10200,0.76,195,146,79,67,54,Osasco,658
2024,10,-0.8660254037844386,0.5000000000000001,4,11,700000,10200,0.76,195,146,79,67,54,Osasco,657
2024,11,-0.5000000000000004,0.8660254037844384,4,11,700000,10200,0.76,195,146,79,67,54,Osasco,657
2024,12,-2.4492935982947064e-16,1.0,4,11,700000,10200,0.76,195,146,79,67,54,Osasco,658
2024,1,0.49999999999999994,0.8660254037844387,1,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,582
2024,2,0.8660254037844386,0.5000000000000001,1,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,583
2024,3,1.0,6.123233995736766e-17,1,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,584
2024,4,0.8660254037844387,-0.4999999999999998,2,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,584
2024,5,0.49999999999999994,-0.8660254037844387,2,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,584
2024,6,1.2246467991473532e-16,-1.0,2,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,585
2024,7,-0.4999999999999997,-0.8660254037844388,3,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,583
2024,8,-0.8660254037844384,-0.5000000000000004,3,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,583
2024,9,-1.0,-1.8369701987210297e-16,3,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,583
2024,10,-0.8660254037844386,0.5000000000000001,4,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,581
2024,11,-0.5000000000000004,0.8660254037844384,4,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,581
2024,12,-2.4492935982947064e-16,1.0,4,16,840000,2900,0.8,175,128,70,58,47,São Bernardo,582
2024,1,0.49999999999999994,0.8660254037844387,1,9,480000,3600,0.74,137,99,54,45,36,Mauá,450
2024,2,0.8660254037844386,0.5000000000000001,1,9,480000,3600,0.74,137,99,54,45,36,Mauá,452
2024,3,1.0,6.123233995736766e-17,1,9,480000,3600,0.74,137,99,54,45,36,Mauá,453
2024,4,0.8660254037844387,-0.4999999999999998,2,9,480000,3600,0.74,137,99,54,45,36,Mauá,452
2024,5,0.49999999999999994,-0.8660254037844387,2,9,480000,3600,0.74,137,99,54,45,36,Mauá,453
2024,6,1.2246467991473532e-16,-1.0,2,9,480000,3600,0.74,137,99,54,45,36,Mauá,453
2024,7,-0.4999999999999997,-0.8660254037844388,3,9,480000,3600,0.74,137,99,54,45,36,Mauá,452
2024,8,-0.8660254037844384,-0.5000000000000004,3,9,480000,3600,0.74,137,99,54,45,36,Mauá,451
2024,9,-1.0,-1.8369701987210297e-16,3,9,480000,3600,0.74,137,99,54,45,36,Mauá,451
2024,10,-0.8660254037844386,0.5000000000000001,4,9,480000,3600,0.74,137,99,54,45,36,Mauá,450
2024,11,-0.5000000000000004,0.8660254037844384,4,9,480000,3600,0.74,137,99,54,45,36,Mauá,450
2024,12,-2.4492935982947064e-16,1.0,4,9,480000,3600,0.74,137,99,54,45,36,Mauá,451
2024,1,0.49999999999999994,0.8660254037844387,1,4,420000,13000,0.75,149,107,58,49,40,Diadema,490
2024,2,0.8660254037844386,0.5000000000000001,1,4,420000,13000,0.75,149,107,58,49,40,Diadema,491
2024,3,1.0,6.123233995736766e-17,1,4,420000,13000,0.75,149,107,58,49,40,Diadema,492
2024,4,0.8660254037844387,-0.4999999999999998,2,4,420000,13000,0.75,149,107,58,49,40,Diadema,492
2024,5,0.49999999999999994,-0.8660254037844387,2,4,420000,13000,0.75,149,107,58,49,40,Diadema,492
2024,6,1.2246467991473532e-16,-1.0,2,4,420000,13000,0.75,149,107,58,49,40,Diadema,493
2024,7,-0.4999999999999997,-0.8660254037844388,3,4,420000,13000,0.75,149,107,58,49,40,Diadema,491
2024,8,-0.8660254037844384,-0.5000000000000004,3,4,420000,13000,0.75,149,107,58,49,40,Diadema,491
2024,9,-1.0,-1.8369701987210297e-16,3,4,420000,13000,0.75,149,107,58,49,40,Diadema,491
2024,10,-0.8660254037844386,0.5000000000000001,4,4,420000,13000,0.75,149,107,58,49,40,Diadema,489
2024,11,-0.5000000000000004,0.8660254037844384,4,4,420000,13000,0.75,149,107,58,49,40,Diadema,489
2024,12,-2.4492935982947064e-16,1.0,4,4,420000,13000,0.75,149,107,58,49,40,Diadema,490
2024,1,0.49999999999999994,0.8660254037844387,1,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,460
2024,2,0.8660254037844386,0.5000000000000001,1,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,461
2024,3,1.0,6.123233995736766e-17,1,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,462
2024,4,0.8660254037844387,-0.4999999999999998,2,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,461
2024,5,0.49999999999999994,-0.8660254037844387,2,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,462
2024,6,1.2246467991473532e-16,-1.0,2,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,463
2024,7,-0.4999999999999997,-0.8660254037844388,3,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,461
2024,8,-0.8660254037844384,-0.5000000000000004,3,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,461
2024,9,-1.0,-1.8369701987210297e-16,3,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,460
2024,10,-0.8660254037844386,0.5000000000000001,4,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,459
2024,11,-0.5000000000000004,0.8660254037844384,4,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,459
2024,12,-2.4492935982947064e-16,1.0,4,2,390000,11500,0.73,140,100,57,45,36,Carapicuíba,460
2024,1,0.49999999999999994,0.8660254037844387,1,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,364
2024,2,0.8660254037844386,0.5000000000000001,1,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,365
2024,3,1.0,6.123233995736766e-17,1,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,366
2024,4,0.8660254037844387,-0.4999999999999998,2,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,366
2024,5,0.49999999999999994,-0.8660254037844387,2,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,366
2024,6,1.2246467991473532e-16,-1.0,2,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,367
2024,7,-0.4999999999999997,-0.8660254037844388,3,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,365
2024,8,-0.8660254037844384,-0.5000000000000004,3,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,365
2024,9,-1.0,-1.8369701987210297e-16,3,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,365
2024,10,-0.8660254037844386,0.5000000000000001,4,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,363
2024,11,-0.5000000000000004,0.8660254037844384,4,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,363
2024,12,-2.4492935982947064e-16,1.0,4,18,290000,10800,0.73,110,81,44,36,29,Taboão da Serra,364
2024,1,0.49999999999999994,0.8660254037844387,1,7,200000,6400,0.77,83,60,33,27,21,Itaquera,271
2024,2,0.8660254037844386,0.5000000000000001,1,7,200000,6400,0.77,83,60,33,27,21,Itaquera,272
2024,3,1.0,6.123233995736766e-17,1,7,200000,6400,0.77,83,60,33,27,21,Itaquera,274
2024,4,0.8660254037844387,-0.4999999999999998,2,7,200000,6400,0.77,83,60,33,27,21,Itaquera,273
2024,5,0.49999999999999994,-0.8660254037844387,2,7,200000,6400,0.77,83,60,33,27,21,Itaquera,274
2024,6,1.2246467991473532e-16,-1.0,2,7,200000,6400,0.77,83,60,33,27,21,Itaquera,274
2024,7,-0.4999999999999997,-0.8660254037844388,3,7,200000,6400,0.77,83,60,33,27,21,Itaquera,272
2024,8,-0.8660254037844384,-0.5000000000000004,3,7,200000,6400,0.77,83,60,33,27,21,Itaquera,272
2024,9,-1.0,-1.8369701987210297e-16,3,7,200000,6400,0.77,83,60,33,27,21,Itaquera,272
2024,10,-0.8660254037844386,0.5000000000000001,4,7,200000,6400,0.77,83,60,33,27,21,Itaquera,270
2024,11,-0.5000000000000004,0.8660254037844384,4,7,200000,6400,0.77,83,60,33,27,21,Itaquera,271
2024,12,-2.4492935982947064e-16,1.0,4,7,200000,6400,0.77,83,60,33,27,21,Itaquera,271
2024,1,0.49999999999999994,0.8660254037844387,1,12,130000,8900,0.79,59,42,24,19,16,Penha,194
2024,2,0.8660254037844386,0.5000000000000001,1,12,130000,8900,0.79,59,42,24,19,16,Penha,195
2024,3,1.0,6.123233995736766e-17,1,12,130000,8900,0.79,59,42,24,19,16,Penha,196
2024,4,0.8660254037844387,-0.4999999999999998,2,12,130000,8900,0.79,59,42,24,19,16,Penha,195
2024,5,0.49999999999999994,-0.8660254037844387,2,12,130000,8900,0.79,59,42,24,19,16,Penha,196
2024,6,1.2246467991473532e-16,-1.0,2,12,130000,8900,0.79,59,42,24,19,16,Penha,197
2024,7,-0.4999999999999997,-0.8660254037844388,3,12,130000,8900,0.79,59,42,24,19,16,Penha,195
2024,8,-0.8660254037844384,-0.5000000000000004,3,12,130000,8900,0.79,59,42,24,19,16,Penha,195
2024,9,-1.0,-1.8369701987210297e-16,3,12,130000,8900,0.79,59,42,24,19,16,Penha,194
2024,10,-0.8660254037844386,0.5000000000000001,4,12,130000,8900,0.79,59,42,24,19,16,Penha,193
2024,11,-0.5000000000000004,0.8660254037844384,4,12,130000,8900,0.79,59,42,24,19,16,Penha,193
2024,12,-2.4492935982947064e-16,1.0,4,12,130000,8900,0.79,59,42,24,19,16,Penha,194
2024,1,0.49999999999999994,0.8660254037844387,1,10,115000,8100,0.83,44,32,18,15,11,Mooca,145
2024,2,0.8660254037844386,0.5000000000000001,1,10,115000,8100,0.83,44,32,18,15,11,Mooca,146
2024,3,1.0,6.123233995736766e-17,1,10,115000,8100,0.83,44,32,18,15,11,Mooca,148
2024,4,0.8660254037844387,-0.4999999999999998,2,10,115000,8100,0.83,44,32,18,15,11,Mooca,147
2024,5,0.49999999999999994,-0.8660254037844387,2,10,115000,8100,0.83,44,32,18,15,11,Mooca,148
2024,6,1.2246467991473532e-16,-1.0,2,10,115000,8100,0.83,44,32,18,15,11,Mooca,148
2024,7,-0.4999999999999997,-0.8660254037844388,3,10,115000,8100,0.83,44,32,18,15,11,Mooca,146
2024,8,-0.8660254037844384,-0.5000000000000004,3,10,115000,8100,0.83,44,32,18,15,11,Mooca,146
2024,9,-1.0,-1.8369701987210297e-16,3,10,115000,8100,0.83,44,32,18,15,11,Mooca,146
2024,10,-0.8660254037844386,0.5000000000000001,4,10,115000,8100,0.83,44,32,18,15,11,Mooca,144
2024,11,-0.5000000000000004,0.8660254037844384,4,10,115000,8100,0.83,44,32,18,15,11,Mooca,144
2024,12,-2.4492935982947064e-16,1.0,4,10,115000,8100,0.83,44,32,18,15,11,Mooca,145
2024,1,0.49999999999999994,0.8660254037844387,1,14,97000,7300,0.85,34,24,14,11,9,Santana,111
2024,2,0.8660254037844386,0.5000000000000001,1,14,97000,7300,0.85,34,24,14,11,9,Santana,112
2024,3,1.0,6.123233995736766e-17,1,14,97000,7300,0.85,34,24,14,11,9,Santana,113
2024,4,0.8660254037844387,-0.4999999999999998,2,14,97000,7300,0.85,34,24,14,11,9,Santana,112
2024,5,0.49999999999999994,-0.8660254037844387,2,14,97000,7300,0.85,34,24,14,11,9,Santana,113
2024,6,1.2246467991473532e-16,-1.0,2,14,97000,7300,0.85,34,24,14,11,9,Santana,114
2024,7,-0.4999999999999997,-0.8660254037844388,3,14,97000,7300,0.85,34,24,14,11,9,Santana,112
2024,8,-0.8660254037844384,-0.5000000000000004,3,14,97000,7300,0.85,34,24,14,11,9,Santana,112
2024,9,-1.0,-1.8369701987210297e-16,3,14,97000,7300,0.85,34,24,14,11,9,Santana,111
2024,10,-0.8660254037844386,0.5000000000000001,4,14,97000,7300,0.85,34,24,14,11,9,Santana,110
2024,11,-0.5000000000000004,0.8660254037844384,4,14,97000,7300,0.85,34,24,14,11,9,Santana,110
2024,12,-2.4492935982947064e-16,1.0,4,14,97000,7300,0.85,34,24,14,11,9,Santana,111
2024,1,0.49999999999999994,0.8660254037844387,1,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,263
2024,2,0.8660254037844386,0.5000000000000001,1,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,264
2024,3,1.0,6.123233995736766e-17,1,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,265
2024,4,0.8660254037844387,-0.4999999999999998,2,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,265
2024,5,0.49999999999999994,-0.8660254037844387,2,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,265
2024,6,1.2246467991473532e-16,-1.0,2,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,266
2024,7,-0.4999999999999997,-0.8660254037844388,3,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,264
2024,8,-0.8660254037844384,-0.5000000000000004,3,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,264
2024,9,-1.0,-1.8369701987210297e-16,3,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,264
2024,10,-0.8660254037844386,0.5000000000000001,4,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,262
2024,11,-0.5000000000000004,0.8660254037844384,4,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,262
2024,12,-2.4492935982947064e-16,1.0,4,1,160000,9600,0.74,78,58,32,26,22,Campo Limpo,263
